# 1000 rows, 3 columns : energy (GeV), meson, baryon sigma (mb)
1.000000000000000000e+01 9.489752563151353115e+02 1.320381942159803657e+03
1.016265089392994625e+01 9.423857987465864881e+02 1.320521783519922792e+03
1.032794731918951392e+01 9.447605756291193302e+02 1.318481255625122230e+03
1.049593230558227752e+01 9.421800225838902634e+02 1.320652514497277707e+03
1.066664958279539377e+01 9.471187968296990221e+02 1.317570086333499603e+03
1.084014359178330977e+01 9.357944956559755383e+02 1.326690304859192111e+03
1.101645949633656407e+01 9.454778130588961176e+02 1.325444634762869100e+03
1.119564319483878201e+01 9.464433005279547615e+02 1.336021312185086117e+03
1.137774133221491368e+01 9.555302673189196412e+02 1.322192020262750702e+03
1.156280131207375916e+01 9.397569357197522777e+02 1.325807591113343960e+03
1.175087130904807609e+01 9.444276397476482998e+02 1.322234848350600259e+03
1.194200028133531966e+01 9.568265896036778031e+02 1.317746820926418650e+03
1.213623798344240612e+01 9.516757491916566778e+02 1.322297888982230688e+03
1.233363497913775930e+01 9.479160444275072450e+02 1.313043998489081787e+03
1.253424265461400111e+01 9.447217824419838053e+02 1.332833106206525372e+03
1.273811323186478539e+01 9.479390628184985417e+02 1.326514018736053458e+03
1.294529978227915379e+01 9.480909526359874917e+02 1.336307666958734899e+03
1.315585624045704449e+01 9.424630173533969355e+02 1.329565915162092097e+03
1.336983741824946570e+01 9.439183680648452537e+02 1.325745001413629552e+03
1.358729901902709791e+01 9.485451776410180855e+02 1.320308572902999003e+03
1.380829765218092398e+01 9.512753334115136568e+02 1.326193299645117804e+03
1.403289084785872376e+01 9.471305588602398302e+02 1.338574759615002449e+03
1.426113707194128999e+01 9.519111781508191825e+02 1.325981522727757465e+03
1.449309574126216660e+01 9.576784490361450253e+02 1.334833050774035655e+03
1.472882723907502545e+01 9.467396942066663996e+02 1.331335453222362275e+03
1.496839293077255562e+01 9.482547040959648257e+02 1.327187478865220100e+03
1.521185517986104863e+01 9.499630348318013375e+02 1.329587072827302563e+03
1.545927736419477760e+01 9.422278196634525784e+02 1.329975379733293266e+03
1.571072389247450474e+01 9.498921410808372912e+02 1.333198771886305394e+03
1.596626022101425946e+01 9.532441728454680288e+02 1.329127481925932216e+03
1.622595287078087267e+01 9.523093171455579977e+02 1.322872477111338412e+03
1.648986944471064930e+01 9.540071738444740959e+02 1.323892242501831333e+03
1.675807864530768043e+01 9.478863354687995297e+02 1.313852961365247666e+03
1.703065029252844198e+01 9.528791299190490918e+02 1.329190827468577254e+03
1.730765534195725053e+01 9.459005548178420213e+02 1.332258821306664231e+03
1.758916590327732621e+01 9.532601444252023839e+02 1.321065234590843829e+03
1.787525525904235479e+01 9.481281103599350217e+02 1.328401941553940787e+03
1.816599788375327762e+01 9.531025799901705113e+02 1.334032519649143069e+03
1.846146946324547500e+01 9.407263320107466598e+02 1.328332793365077805e+03
1.876174691439120323e+01 9.492502113079581250e+02 1.338481217637108102e+03
1.906690840512251839e+01 9.436777606534914185e+02 1.332546847071685534e+03
1.937703337477988796e+01 9.468791138646054151e+02 1.333939549197917131e+03
1.969220255479172366e+01 9.501298482074541880e+02 1.341835079167413596e+03
2.001249798969037030e+01 9.481361441626729629e+02 1.332717422555502708e+03
2.033800305846980905e+01 9.441644435487062310e+02 1.341018452825830764e+03
2.066880249629081945e+01 9.616544407426275711e+02 1.330542872769015730e+03
2.100498241653915343e+01 9.522763973135255355e+02 1.347511805304934114e+03
2.134663033324244452e+01 9.521978296112351927e+02 1.343426871447663189e+03
2.169383518385184217e+01 9.450072574561216925e+02 1.331039818078850885e+03
2.204668735239408761e+01 9.604113735447947420e+02 1.328038149827403004e+03
2.240527869300018082e+01 9.565626824430797797e+02 1.342266339013770676e+03
2.276970255381679920e+01 9.473834819129585867e+02 1.343173268684309051e+03
2.314005380130652867e+01 9.557557734485944820e+02 1.323473225101971821e+03
2.351642884494348706e+01 9.522184056694839001e+02 1.346169481616944495e+03
2.389892566231050353e+01 9.573893407693595918e+02 1.330687097091142277e+03
2.428764382460450477e+01 9.516550943624127967e+02 1.344877457055208197e+03
2.468268452255692580e+01 9.511330159272350784e+02 1.326792045275255532e+03
2.508415059277539783e+01 9.630917402517679875e+02 1.329101757549939521e+03
2.549214654451423101e+01 9.573933257573864921e+02 1.350172313626791038e+03
2.590677858688008683e+01 9.582972593595583248e+02 1.345394231451745327e+03
2.632815465648021203e+01 9.526553287332189939e+02 1.332301828397260806e+03
2.675638444552045314e+01 9.616666975941571991e+02 1.348005710112637189e+03
2.719157943036017500e+01 9.490303614118254245e+02 1.345178417228528588e+03
2.763385290053169996e+01 9.651701184897076473e+02 1.334967772953746362e+03
2.808331998823172526e+01 9.494812073284088001e+02 1.340410442117542516e+03
2.854009769829238863e+01 9.633627323190405605e+02 1.345008323804200700e+03
2.900430493863991543e+01 9.512516966936009339e+02 1.352542767643788693e+03
2.947606255124857100e+01 9.472291645386040955e+02 1.340434190140975261e+03
2.995549334359813187e+01 9.657227337873845272e+02 1.342424999509741610e+03
3.044272212064302607e+01 9.570427638399906982e+02 1.340884926463776992e+03
3.093787571730138453e+01 9.514339217454904656e+02 1.336168343971426566e+03
3.144108303147264749e+01 9.646408724573537938e+02 1.356863016499130026e+03
3.195247505759212103e+01 9.574266870889348411e+02 1.342322889044052772e+03
3.247218492073128715e+01 9.610490344965021450e+02 1.357433635482203044e+03
3.300034791125285238e+01 9.604657754785094994e+02 1.339515657241624922e+03
3.353710152002930300e+01 9.659600660609610259e+02 1.339195480701376937e+03
3.408258547423452001e+01 9.623792965512435558e+02 1.338745008486354664e+03
3.463694177371732508e+01 9.545095976676038845e+02 1.334513007004792826e+03
3.520031472796679139e+01 9.678362102589181859e+02 1.328963196030010522e+03
3.577285099367873755e+01 9.562224203564371692e+02 1.350275257543642510e+03
3.635469961293319585e+01 9.629553471903714126e+02 1.357298562306456233e+03
3.694601205199302285e+01 9.687838593969826206e+02 1.344659002743577730e+03
3.754694224073336528e+01 9.566145438686693296e+02 1.361637647412955857e+03
3.815764661271248315e+01 9.587871504042578863e+02 1.363122566776030453e+03
3.877828414589457395e+01 9.706037622239737175e+02 1.349771662721539315e+03
3.940901640403449591e+01 9.675092217254522211e+02 1.346805299258222476e+03
4.005000757873611406e+01 9.633032294578318897e+02 1.345816578380661440e+03
4.070142453219438750e+01 9.644510167626146995e+02 1.350124006313572863e+03
4.136343684063273685e+01 9.707220193550602971e+02 1.356886562751575866e+03
4.203621683844713885e+01 9.764872748609324162e+02 1.345020642695759307e+03
4.271993966306779100e+01 9.753933816961751972e+02 1.341787184675412618e+03
4.341478330055092272e+01 9.700153081726361961e+02 1.346830282276597018e+03
4.412092863191190162e+01 9.780020509002457629e+02 1.343670283511309663e+03
4.483855948021186322e+01 9.722402393269162530e+02 1.355396716579770782e+03
4.556786265841063965e+01 9.666892113311546382e+02 1.354774236248907982e+03
4.630902801799739166e+01 9.733464592865752820e+02 1.352065957089095036e+03
4.706224849841281355e+01 9.725328182305972859e+02 1.361069151202211060e+03
4.782772017727485547e+01 9.684268018491835619e+02 1.374889273399018975e+03
4.860564232142133534e+01 9.725394989660783267e+02 1.359200489200487254e+03
4.939621743878320359e+01 9.740461874752492122e+02 1.358471900045048415e+03
5.019965133110081723e+01 9.767983407691370985e+02 1.344727309659134789e+03
5.101615314749833630e+01 9.668901332422478845e+02 1.364805406189159385e+03
5.184593543892913203e+01 9.686044420370001262e+02 1.362121319948387281e+03
5.268921421350671608e+01 9.815503118180618003e+02 1.360310085839026669e+03
5.354620899273607648e+01 9.679718161767962101e+02 1.373906242793334513e+03
