11.310198909007875, 24696581.6339006
14.30567752039127, 55074678.62886319
17.98715162799807, 70881640.11778443
22.691115993131536, 149045657.6741461
28.359769891622232, 168205555.70902312
35.83605572972526, 289104218.6164321
45.327147736006495, 410050977.01477355
56.77289666868014, 600535743.6472639
71.08168753963449, 860545516.035211
89.51084083289985, 1098525708.317131
112.66831564465981, 1465434415.1399908
141.5470755171808, 1714919337.4294083
178.75255259042353, 2006878167.6649623
224.56979955397716, 1982754332.6782174
283.5976989162223, 1614296084.1202202
356.87122623805567, 1192377382.0643115
448.9670574711799, 629349541.5534607
565.0454795865134, 247875248.76708505
710.8637168134239, 43629539.22117473
