11.250904019409765, 49032596.96790117
14.159171632056097, 68708295.16801986
17.730308938561564, 112052014.16984795
22.431537681360954, 168694484.23732305
28.233820229821088, 256232765.60192716
35.35477697418405, 359053315.1287176
44.49986583772924, 486016654.8978818
56.23413251903491, 662530416.2826654
70.50408581378379, 812013799.0990516
89.14191308661184, 1116515005.5843506
111.97140890703709, 1408149121.764829
141.10862871292906, 1725862677.3361757
176.91630371419228, 2065231854.0594654
224.1023592257924, 2441933808.6706357
280.9704935090518, 2785521051.049616
354.88456257498996, 3069300249.6908226
448.5240285961044, 3293605033.232247
562.341325190349, 3414004060.10667
702.1626763384559, 3372906139.1560287
888.506714790159, 3139651880.539683
1125.3056935896736, 2857539431.508184
1418.3575156781842, 2412883660.7655115
1783.4963935029361, 1857478458.970864
2256.3942170473065, 1219902975.0068514
2825.4877894733886, 613478019.2222128
3556.3462230158684, 178531714.99150157
4496.826005040686, 13733133.933623312
